control_id,mapping_status,mapping_confidence,automatic_edit,conversion_status,parameter_id,role,engine_slot,condition,transform,legacy,mapping_notes
sample.viewer.active_slot,candidate_requires_controlled_diff,medium,false,slot_enum_values_need_controlled_diff,Engine2_SampleGranularOsc_SinglePick,selection_mode,engine_2,,,false,
sample.sample_grain.start,platform_verified,high,true,normalized_sample_duration,Engine1_SampleGranularOsc_Start,value,engine_1,,,false,
sample.sample_grain.start,platform_verified,high,true,normalized_sample_duration,Engine2_SampleGranularOsc_Start,value,engine_2,,,false,
sample.sample_grain.volume,high_confidence_name_match,high,true,display_db_curve_unverified,Engine1_SampleGranularOsc_MainVolume,value,engine_1,,,false,
sample.sample_grain.volume,high_confidence_name_match,high,true,display_db_curve_unverified,Engine2_SampleGranularOsc_MainVolume,value,engine_2,,,false,
sample.granular.enabled,high_confidence_name_match,high,true,binary,Engine1_SampleGranularOsc_GranularOn,value,engine_1,,,false,
sample.granular.enabled,high_confidence_name_match,high,true,binary,Engine2_SampleGranularOsc_GranularOn,value,engine_2,,,false,
sample.granular.limit,high_confidence_stepped_candidate,high,false,grain_count_curve_needs_controlled_diff,Engine1_SampleGranularOsc_MaxGrains,value,engine_1,,,false,
sample.granular.limit,high_confidence_stepped_candidate,high,false,grain_count_curve_needs_controlled_diff,Engine2_SampleGranularOsc_MaxGrains,value,engine_2,,,false,
sample.granular.scan,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_Speed,value,engine_1,,,false,
sample.granular.scan,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_Speed,value,engine_2,,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine1_SampleGranularOsc_GranularPhaseHelper_RateUnSynced,hz,engine_1,Density Mode is Hz,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine2_SampleGranularOsc_GranularPhaseHelper_RateUnSynced,hz,engine_2,Density Mode is Hz,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine1_SampleGranularOsc_GranularPhaseHelper_RateSynced,synced_rate,engine_1,Density Mode is tempo-synced,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine2_SampleGranularOsc_GranularPhaseHelper_RateSynced,synced_rate,engine_2,Density Mode is tempo-synced,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine1_SampleGranularOsc_GranularPhaseHelper_AllRateSynced,all_synced_rate,engine_1,Density Mode uses the combined synced selector,,false,
sample.granular.density,conditional_multi_parameter_candidate,medium,false,rate_curve_and_mode_need_controlled_diff,Engine2_SampleGranularOsc_GranularPhaseHelper_AllRateSynced,all_synced_rate,engine_2,Density Mode uses the combined synced selector,,false,
sample.granular.density_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_DensityType,value,engine_1,,,false,
sample.granular.density_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_DensityType,value,engine_2,,,false,
sample.granular.shape,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_EnvelopeParam,value,engine_1,,,false,
sample.granular.shape,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_EnvelopeParam,value,engine_2,,,false,
sample.granular.shape_type,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_Envelope,value,engine_1,,,false,
sample.granular.shape_type,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_Envelope,value,engine_2,,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine1_SampleGranularOsc_GrainSizeAbsolute,absolute,engine_1,Size Mode is time,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine2_SampleGranularOsc_GrainSizeAbsolute,absolute,engine_2,Size Mode is time,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine1_SampleGranularOsc_GrainSizeRatio,ratio,engine_1,Size Mode is ratio,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine2_SampleGranularOsc_GrainSizeRatio,ratio,engine_2,Size Mode is ratio,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine1_SampleGranularOsc_GrainSizeRatioContinuous,continuous_ratio,engine_1,Size Mode is continuous ratio,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine2_SampleGranularOsc_GrainSizeRatioContinuous,continuous_ratio,engine_2,Size Mode is continuous ratio,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine1_SampleGranularOsc_GrainSizeSynced,synced,engine_1,Size Mode is tempo-synced,,false,
sample.granular.size,conditional_multi_parameter_candidate,medium,false,size_mode_curve_needs_controlled_diff,Engine2_SampleGranularOsc_GrainSizeSynced,synced,engine_2,Size Mode is tempo-synced,,false,
sample.granular.size_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_SizeMode,value,engine_1,,,false,
sample.granular.size_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_SizeMode,value,engine_2,,,false,
sample.granular.random_start,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomStart,value,engine_1,,,false,
sample.granular.random_start,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomStart,value,engine_2,,,false,
sample.granular.random_start_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_RandomStartArrow,value,engine_1,,,false,
sample.granular.random_start_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_RandomStartArrow,value,engine_2,,,false,
sample.granular.random_pitch,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomPitch,value,engine_1,,,false,
sample.granular.random_pitch,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomPitch,value,engine_2,,,false,
sample.granular.random_pitch_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_RandomPitchArrow,value,engine_1,,,false,
sample.granular.random_pitch_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_RandomPitchArrow,value,engine_2,,,false,
sample.granular.random_density,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomDensity,value,engine_1,,,false,
sample.granular.random_density,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomDensity,value,engine_2,,,false,
sample.granular.random_density_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_RandomDensityArrow,value,engine_1,,,false,
sample.granular.random_density_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_RandomDensityArrow,value,engine_2,,,false,
sample.granular.direction,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomDirection,value,engine_1,,,false,
sample.granular.direction,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomDirection,value,engine_2,,,false,
sample.granular.random_size,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomSize,value,engine_1,,,false,
sample.granular.random_size,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomSize,value,engine_2,,,false,
sample.granular.random_size_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_RandomSizeArrow,value,engine_1,,,false,
sample.granular.random_size_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_RandomSizeArrow,value,engine_2,,,false,
sample.granular.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomPan,value,engine_1,,,false,
sample.granular.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomPan,value,engine_2,,,false,
sample.granular.stereo_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_SampleGranularOsc_PanMode,value,engine_1,,,false,
sample.granular.stereo_mode,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_SampleGranularOsc_PanMode,value,engine_2,,,false,
sample.granular.random_volume,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RandomVolume,value,engine_1,,,false,
sample.granular.random_volume,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RandomVolume,value,engine_2,,,false,
sample.modulator.source,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine1_CrossModSource,value,engine_1,,,false,
sample.modulator.source,high_confidence_enum_candidate,high,false,enum_values_need_controlled_diff,Engine2_CrossModSource,value,engine_2,,,false,
sample.modulator.wave,high_confidence_enum_candidate,high,false,wave_enum_values_need_controlled_diff,Engine1_SampleGranularOsc_ModOscWf,value,engine_1,,,false,
sample.modulator.wave,high_confidence_enum_candidate,high,false,wave_enum_values_need_controlled_diff,Engine2_SampleGranularOsc_ModOscWf,value,engine_2,,,false,
sample.modulator.volume,high_confidence_name_match,high,true,display_db_curve_unverified,Engine1_SampleGranularOsc_ModOscVolume,value,engine_1,,,false,
sample.modulator.volume,high_confidence_name_match,high,true,display_db_curve_unverified,Engine2_SampleGranularOsc_ModOscVolume,value,engine_2,,,false,
sample.modulator.tune,high_confidence_ratio_candidate,high,false,ratio_curve_needs_controlled_diff,Engine1_SampleGranularOsc_ModOscRatio,value,engine_1,,,false,
sample.modulator.tune,high_confidence_ratio_candidate,high,false,ratio_curve_needs_controlled_diff,Engine2_SampleGranularOsc_ModOscRatio,value,engine_2,,,false,
sample.modulator.fine,high_confidence_name_match,high,true,ui_semitone_curve_unverified,Engine1_SampleGranularOsc_ModOscFine,value,engine_1,,,false,
sample.modulator.fine,high_confidence_name_match,high,true,ui_semitone_curve_unverified,Engine2_SampleGranularOsc_ModOscFine,value,engine_2,,,false,
sample.shaper.unison.detune,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonDetune,value,engine_1,,,false,
sample.shaper.unison.detune,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonDetune,value,engine_2,,,false,
sample.shaper.unison.phase,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_Unison_PhaseControl,value,engine_1,,,false,
sample.shaper.unison.phase,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_Unison_PhaseControl,value,engine_2,,,false,
sample.shaper.unison.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonStereo,value,engine_1,,,false,
sample.shaper.unison.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonStereo,value,engine_2,,,false,
sample.shaper.unison.voices,high_confidence_stepped_candidate,high,false,voice_count_curve_needs_controlled_diff,Engine1_SampleGranularOsc_UnisonVoices,value,engine_1,,,false,
sample.shaper.unison.voices,high_confidence_stepped_candidate,high,false,voice_count_curve_needs_controlled_diff,Engine2_SampleGranularOsc_UnisonVoices,value,engine_2,,,false,
sample.shaper.chord.chord,high_confidence_enum_candidate,high,false,chord_enum_values_need_controlled_diff,Engine1_SampleGranularOsc_UnisonChord,value,engine_1,,,false,
sample.shaper.chord.chord,high_confidence_enum_candidate,high,false,chord_enum_values_need_controlled_diff,Engine2_SampleGranularOsc_UnisonChord,value,engine_2,,,false,
sample.shaper.chord.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonStereo,value,engine_1,,,false,
sample.shaper.chord.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonStereo,value,engine_2,,,false,
sample.shaper.chord.voices,high_confidence_stepped_candidate,high,false,voice_count_curve_needs_controlled_diff,Engine1_SampleGranularOsc_UnisonVoices,value,engine_1,,,false,
sample.shaper.chord.voices,high_confidence_stepped_candidate,high,false,voice_count_curve_needs_controlled_diff,Engine2_SampleGranularOsc_UnisonVoices,value,engine_2,,,false,
sample.shaper.super.detune,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonDetune,value,engine_1,,,false,
sample.shaper.super.detune,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonDetune,value,engine_2,,,false,
sample.shaper.super.mix,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonMix,value,engine_1,,,false,
sample.shaper.super.mix,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonMix,value,engine_2,,,false,
sample.shaper.super.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_UnisonStereo,value,engine_1,,,false,
sample.shaper.super.stereo,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_UnisonStereo,value,engine_2,,,false,
sample.shaper.resonator.coarse,high_confidence_name_match,high,true,ui_semitone_curve_unverified,Engine1_SampleGranularOsc_ResonatorFcCoarse,value,engine_1,,,false,
sample.shaper.resonator.coarse,high_confidence_name_match,high,true,ui_semitone_curve_unverified,Engine2_SampleGranularOsc_ResonatorFcCoarse,value,engine_2,,,false,
sample.shaper.resonator.dry_wet,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_ResonatorDryWet,value,engine_1,,,false,
sample.shaper.resonator.dry_wet,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_ResonatorDryWet,value,engine_2,,,false,
sample.shaper.resonator.inharmonicity,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_ResonatorInharmonicity,value,engine_1,,,false,
sample.shaper.resonator.inharmonicity,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_ResonatorInharmonicity,value,engine_2,,,false,
sample.shaper.resonator.resonance,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_ResonatorQ,value,engine_1,,,false,
sample.shaper.resonator.resonance,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_ResonatorQ,value,engine_2,,,false,
sample.shaper.modulation.freq_mod,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_FMAmount,value,engine_1,,,false,
sample.shaper.modulation.freq_mod,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_FMAmount,value,engine_2,,,false,
sample.shaper.modulation.ring_mod,high_confidence_name_match,high,true,normalized_curve_unverified,Engine1_SampleGranularOsc_RingModAmount,value,engine_1,,,false,
sample.shaper.modulation.ring_mod,high_confidence_name_match,high,true,normalized_curve_unverified,Engine2_SampleGranularOsc_RingModAmount,value,engine_2,,,false,
